0;;Now, you lie there on the path.;;Lie thou there (throwing down a letter), for here comes the trout that must be caught with tickling.;;0.0
1;;She said if she were interested in someone, it would be someone who looked like me.;;Maria once told me she did affect me, and I have heard herself come thus near, that, should she fancy, it should be one of my complexion.;;0.0
2;;Besides, she treats me more respectfully than the other servants.;;Besides, she uses me with a more exalted respect than anyone else that follows her.;;0.0
3;;What’s the obvious conclusion from that?;;What should I think on ’t?;;0.0
4;;Just think, I could be Count Malvolio!      ;;To be Count Malvolio!;;0.0
5;;Lady Strachy married her wardrobe manager.;;The lady of the Strachy married the yeoman of the wardrobe.;;0.0
6;;I’d send seven of my servants to go get him.;;Seven of my people, with an obedient start, make out for him.;;0.0
7;;While I waited, I’d frown impatiently, and perhaps wind my watch, or play with my—with some expensive piece of jewelry I happen to be wearing.;;I frown the while, and perchance wind up watch, or play with my—some rich jewel.;;0.0
8;;I can’t let my lips say his name; “No man must know.”;;Lips, do not move; No man must know.”;;0.0
9;;No man must know.” What comes after that?;;No man must know.” What follows?;;0.0
10;;No man must know.” What if this someone were you, Malvolio?;;No man must know.” If this should be thee, Malvolio?;;0.0
11;;But silence, like a knife, cuts open my heart With strokes that draw no blood.;;I may command where I adore, But silence, like a Lucrece knife, With bloodless stroke my heart doth gore; M.O.A.I.;;0.0
12;;rules my life.” Hmm, let me see, let me see, let me see.;;doth sway my life.” Nay, but first, let me see, let me see, let me see.;;0.0
13;;I may command the one I love.” Well, she commands me.;;I may command where I adore.” Why, she may command me.;;0.0
14;;Why, anyone can see what this means.;;Why, this is evident to any formal capacity.;;0.0
15;;There’s no ambiguity here.;;There is no obstruction in this.;;0.0
16;;If only I could somehow relate them to me!;;If I could make that resemble something in me—Softly!;;0.0
17;;You seem to be a good person, captain, and although people who look beautiful are often corrupt inside, I believe that you have a beautiful mind to go with your good looks and manners.;;There is a fair behavior in thee, captain, And though that nature with a beauteous wall Doth oft close in pollution, yet of thee I will believe thou hast a mind that suits With this thy fair and outward character.;;0.0
18;;Please—and I’ll pay you plenty for this—help me conceal my identity, and find me the right disguise so I can look the way I want.;;I prithee—and I’ll pay thee bounteously— Conceal me what I am, and be my aid For such disguise as haply shall become The form of my intent.;;0.0
19;;I want to be this Duke’s servant.;;I’ll serve this duke.;;0.0
20;;You’ll introduce me to him as a eunuch.;;Thou shall present me as an eunuch to him.;;0.0
21;;You won’t be wasting your time, because I really can sing and talk to him about many different kinds of music, so he’ll be happy to have me in his service.;;It may be worth thy pains, for I can sing And speak to him in many sorts of music That will allow me very worth his service.;;0.0
22;;You can be a eunuch, but I’ll be mute.;;Be you his eunuch, and your mute I’ll be.;;0.0
23;;I swear on my life I won’t tell your secret.;;When my tongue blabs, then let mine eyes not see.;;0.0
24;;Thank you.;;I thank thee.;;0.0
25;;Show me the way.;;Lead me on.;;0.0
26;;M”—Malvolio.;;M”—Malvolio.;;0.0
27;;M”—why, that’s the first letter in my name.;;M”—why, that begins my name.;;0.0
28;;But if I shake it up a little it’ll work, because every one of those letters is in my name.;;M.O.A.I.” This simulation is not as the former, and yet to crush this a little, it would bow to me, for every one of these letters are in my name.;;0.0
29;;But wait, there’s some prose after her poem.;;Soft, here follows prose.;;0.0
30;;If this letter falls into your hands, think carefully about what it says.;;If this fall into thy hand, revolve.;;0.0
31;;By my birth I rank above you, but don’t be afraid of my greatness.;;In my stars I am above thee, but be not afraid of greatness.;;0.0
32;;Some are born great, some achieve greatness, and some have greatness thrust upon them.;;Some are born great, some achieve greatness, and some have greatness thrust upon 'em.;;0.0
33;;Your fate awaits you.;;Thy Fates open their hands.;;0.0
34;;Accept it in body and spirit.;;Let thy blood and spirit embrace them.;;0.0
35;;To get used to the life you’ll most likely be leading soon, get rid of your low-class trappings.;;And, to inure thyself to what thou art like to be, cast thy humble slough and appear fresh.;;0.0
36;;Go ahead.;;I say, remember.;;0.0
37;;Goodbye.;;Farewell.;;0.0
38;;Signed, she who would be your servant,     The Fortunate Unhappy.” This is as clear as sunlight in an open field.;;She that would alter services with thee,  The Fortunate Unhappy”  Daylight and champaign discovers not more.;;0.0
39;;I’ll do it.;;This is open.;;0.0
40;;I’ll be vain and proud, I’ll read up on politics, I’ll insult Sir Toby, I’ll get rid of my lower-class friends, and I’ll be the perfect man for her.;;I will be proud, I will read politic authors, I will baffle Sir Toby, I will wash off gross acquaintance, I will be point- devise the very man.;;0.0
41;;I know I’m not fooling myself, or letting myself get carried away by my imagination, because every clue points to the fact that Lady Olivia loves me.;;I do not now fool myself, to let imagination jade me, for every reason excites to this, that my lady loves me.;;0.0
42;;She did compliment me on my yellow stockings recently, and she said she liked how the crisscross laces looked on my legs.;;She did commend my yellow stockings of late, she did praise my leg being cross-gartered, and in this she manifests herself to my love, and with a kind of injunction, drives me to these habits of her liking.;;0.0
43;;Oh, I thank my lucky stars, I’m so happy.;;I thank my stars I am happy.;;0.0
44;;For her I’ll be strange and condescending, and I’ll put on my yellow stockings and crisscross laces right away.;;I will be strange, stout, in yellow stockings, and cross-gartered, even with the swiftness of putting on.;;0.0
45;;Thank God and my horoscope!;;Jove and my stars be praised!;;0.0
46;;Here’s a postscript!.;;Here is yet a postscript.;;0.0
47;;You must have figured out who I am.;;Thou canst not choose but know who I am.;;0.0
48;;If you love me, let me know by smiling at me.;;If thou entertainest my love, let it appear in thy smiling.;;0.0
49;;You’re so attractive when you smile.;;Thy smiles become thee well.;;0.0
50;;Please smile whenever you’re near me, my dearest darling.”;;Therefore in my presence still smile, dear my sweet, I prithee.” ;;0.0
51;;Dear God, thank you!;;Jove, I thank thee!;;0.0
52;;I’ll do everything she wants me to do.;;I will do everything that thou wilt have me.;;0.0
53;;I wouldn’t have missed this even for a pension of thousands of pounds, to be paid by the shah of Persia.;;I will not give my part of this sport for a pension of thousands to be paid from the Sophy.;;0.0
54;;I could marry that Maria for thinking this up.;;I could marry this wench for this device.;;0.0
55;;So could I.;;So could I too.;;0.0
56;;And I wouldn’t ask for any dowry except for her to play another trick like this one.;;And ask no other dowry with her but such another jest.;;0.0
57;;Neither would I.;;Nor I neither.;;0.0
58;;Here she comes, the brilliant fool-catcher.;;Here comes my noble gull-catcher.;;0.0
59;;May I kiss your feet?;;Wilt thou set thy foot o' my neck?;;0.0
60;;And I too?;;Or o' mine either?;;0.0
61;;Shall I be your slave?;;Shall I play my freedom at tray-trip, and become thy bondslave?;;0.0
62;;Me too.;;I' faith, or I either?;;0.0
63;;You’ve made him so delusional he’ll go crazy when he learns the truth.;;Why, thou hast put him in such a dream that when the image of it leaves him he must run mad. ;;0.0
64;;Did it really work?;;Nay, but say true, does it work upon him?;;0.0
65;;Like medicine for a sick man.;;Like aqua vitae with a midwife.;;0.0
66;;If you want to watch, follow me.;;If you will see it, follow me.;;0.0
67;;I’d follow you to the gates of Hell, you sneaky little devil!;;To the gates of Tartar, thou most excellent devil of wit!;;0.0
68;;I’ll come too.;;I’ll make one too.;;0.0
69;;God bless you, my friend, and your music too.;;Save thee, friend, and thy music.;;0.0
70;;Do you make your living by playing that drum?;;Dost thou live by thy tabour?;;0.0
71;;No, sir, I live by the church.;;No, sir, I live by the church.;;0.0
72;;Oh, you’re a clergyman?;;Art thou a churchman?;;0.0
73;;You could just as easily say that a king sleeps near a beggar if the beggar lives near him, or that the church is supported by your drum because it “stands by” your drum.;;So thou mayst say the king lies by a beggar if a beggar dwell near him, or the church stands by thy tabor, if thy tabor stand by the church.;;0.0
74;;You’re right, sir.;;You have said, sir.;;0.0
75;;What a wonderful time to be alive!;;How quickly the wrong side may be turned outward!;;0.0
76;;That’s true.;;Nay, that’s certain.;;0.0
77;;That’s why I wish my sister didn’t have a name, sir.;;I would therefore my sister had no name, sir.;;0.0
78;;Why, man?;;Why, man?;;0.0
79;;Well, her name’s a word, and if you fooled around with it you might make her into a whore.;;Why, sir, her name’s a word, and to dally with that word might make my sister wanton.;;0.0
80;;Why do you say that?;;Thy reason, man?;;0.0
81;;Honestly, sir, I’d need to use words to explain why, and since words are so unreliable and false, I’d rather avoid using them in a serious discussion.;;Troth, sir, I can yield you none without words, and words are grown so false, I am loath to prove reason with them.;;0.0
82;;I bet you’re a happy fellow who doesn’t care about anything.;;I warrant thou art a merry fellow and carest for nothing.;;0.0
83;;You’re wrong, sir, I do care about something.;;Not so, sir, I do care for something.;;0.0
84;;But I’ll admit I don’t care for you.;;But in my conscience, sir, I do not care for you.;;0.0
85;;If that means I don’t care about anything, you should disappear right now, since you’re nothing.;;If that be to care for nothing, sir, I would it would make you invisible.;;0.0
86;;Aren’t you Lady Olivia’s fool?;;Art not thou the Lady Olivia’s fool?;;0.0
87;;No, sir.;;No, indeed, sir; the Lady Olivia has no folly.;;0.0
88;;I saw you at Count Orsino’s recently.;;I saw thee late at the Count Orsino’s.;;0.0
89;;I’m everywhere.;;It shines everywhere.;;0.0
90;;I think I saw you there, you wise man.;;I would be sorry, sir, but the fool should be as oft with your master as with my mistress: I think I saw your wisdom there.;;0.0
91;;Wait, here’s a coin for you.;;Hold, there’s expenses for thee.;;0.0
92;;Next time God sends out a shipment of hair, I hope he gives you a beard!;;Now Jove, in his next commodity of hair, send thee a beard!;;0.0
93;;Oh, I know.;;to fool) Is thy lady within?;;0.0
94;;Yes, if you kept them together and invested them.;;Yes, being kept together and put to use.;;0.0
95;;My lady Olivia’s inside, sir.;;My lady is within, sir.;;0.0
96;;I’ll tell them where you come from, though I don’t know who you are or what you want.;;I will construe to them whence you come.;;0.0
97;;I’d say I was “out of my element,” but that phrase is overused, so I’ll say I’m “out of my air.”;;Who you are and what you would are out of my welkin, I might say “element,” but the word is overworn. ;;0.0
98;;This guy’s wise enough to play the fool, and only clever people can do that.;;This fellow is wise enough to play the fool, And to do that well craves a kind of wit.;;0.0
99;;And he doesn’t let go of his target when a distraction appears.;;This is a practise As full of labor as a wise man’s art, For folly that he wisely shows is fit.;;0.0
100;;Hello, sir.;;Save you, gentleman.;;0.0
101;;Hello to you too, sir.;;And you, sir.;;0.0
102;;I’m headed for your niece, sir.;;I am bound to your niece, sir.;;0.0
103;;She’s the reason I’m here.;;I mean, she is the list of my voyage.;;0.0
104;;Taste your legs, sir.;;Taste your legs, sir.;;0.0
105;;Please go inside.;;Put them to motion.;;0.0
106;;I mean please go into the house, sir.;;I mean, to go, sir, to enter.;;0.0
107;;I will.;;I will answer you with gait and entrance.;;0.0
108;;But now we don’t have to!;;But we are prevented.;;0.0
109;;Oh, beautiful and accomplished lady, may the heavens rain odors upon you!;;Most excellent accomplished lady, the heavens rain odors on you!;;0.0
110;;My message is not for anyone else to hear, my lady.;;My matter hath no voice, lady, but to your own most pregnant and vouchsafed ear.;;0.0
111;;It’s only for your willing and receptive ear.;;em all three all ready.;;0.0
112;;Close the garden door and leave me alone to hear his message.;;Let the garden door be shut, and leave me to my hearing.;;0.0
113;;Give me your hand, sir.;;Give me your hand, sir.;;0.0
114;;I give you my obedience and my humble service, madam.;;My duty, madam, and most humble service.;;0.0
115;;What’s your name?;;What is your name?;;0.0
116;;Cesario is my name—your servant’s name—fair princess.;;Cesario is your servant’s name, fair princess.;;0.0
117;;My servant!;;My servant, sir!;;0.0
118;;The world’s gone downhill since fake humility started passing for compliments.;;Twas never merry world Since lowly feigning was call’d compliment.;;0.0
119;;As for him, I never think about him.;;For him, I think not on him.;;0.0
120;;As for his thoughts, I wish he’d think about nothing at all rather than think about me all the time.;;For his thoughts, Would they were blanks, rather than fill’d with me.;;0.0
121;;Madam, I’ve come here to try to make you like him.;;Madam, I come to whet your gentle thoughts On his behalf.;;0.0
122;;Oh, please, I’m begging you, don’t mention him again.;;O, by your leave, I pray you, I bade you never speak again of him.;;0.0
123;;My dear lady— Please let me say something, I’m begging you.;;Dear lady— Give me leave, beseech you.;;0.0
124;;After you cast your magic spell on me last time, I sent you a ring.;;I did send, After the last enchantment you did here, A ring in chase of you.;;0.0
125;;What else could you possibly think of me?;;What might you think?;;0.0
126;;What’s wrong with my niece?;;What a plague means my niece, to take the death of her brother thus?;;0.0
127;;For God’s sake, Sir Toby, you’ve got to come home earlier at night.;;By my troth, Sir Toby, you must come in earlier o' nights.;;0.0
128;;My lady Olivia, your niece, disapproves of your late-night partying.;;Your cousin, my lady, takes great exceptions to your ill hours.;;0.0
129;;Well, she can get used to it.;;Why, let her except, before excepted.;;0.0
130;;Keep myself?;;I’ll confine myself no finer than I am.;;0.0
131;;They’re good enough to drink in, and so are these boots.;;These clothes are good enough to drink in, and so be these boots too.;;0.0
132;;If they aren’t, they can go hang themselves by their own laces!;;An they be not, let them hang themselves in their own straps.;;0.0
133;;Who, Sir Andrew Aguecheek?;;Who, Sir Andrew Aguecheek?;;0.0
134;;Yes, that’s the one.;;Ay, he.;;0.0
135;;He’s as ;;He’s as tall a man as any ’s in Illyria.;;0.0
136;;Haven’t you totally dismissed my honor and integrity in your anger?;;Have you not set mine honor at the stake, And baited it with all the unmuzzled thoughts That tyrannous heart can think?;;0.0
137;;For someone as intelligent as you the situation must be clear enough.;;To one of your receiving Enough is shown.;;0.0
138;;So let me hear what you have to say.;;So, let me hear you speak.;;0.0
139;;I feel sorry for you.;;I pity you.;;0.0
140;;That’s a step in the direction of love.;;That’s a degree to love.;;0.0
141;;No, not at all.;;No, not a grize.;;0.0
142;;It’s much better to be destroyed by a noble enemy than by a cruel and heartless one.;;If one should be a prey, how much the better To fall before the lion than the wolf!;;0.0
143;;I wish you all the best.;;There lies your way, due west.;;0.0
144;;You do Stay, Please, tell me what you think of me.;;Stay, I prithee, tell me what thou thinkest of me.;;0.0
145;;I think you’re denying what you really are.;;That you do think you are not what you are.;;0.0
146;;If that’s true, I think the same thing about you.;;If I think so, I think the same of you.;;0.0
147;;I wish you were what I wanted you to be!;;I would you were as I would have you be!;;0.0
148;;Would it be better if I were that, instead of what I am?;;Would it be better, madam, than I am?;;0.0
149;;I wish I were something better, because right now I’m a big fool.;;I wish it might, for now I am your fool.;;0.0
150;;So goodbye, my lady.;;And so adieu, good madam.;;0.0
151;;No, I won’t stay a second longer.;;No, faith, I’ll not stay a jot longer.;;0.0
152;;Why are you leaving, my angry friend?;;Thy reason, dear venom, give thy reason.;;0.0
153;;Yes, you have to tell us why, Sir Andrew.;;You must needs yield your reason, Sir Andrew.;;0.0
154;;Well, because I saw your niece Olivia treat the count’s messenger better than she’s ever treated me.;;Marry, I saw your niece do more favors to the Count’s servingman than ever she bestowed upon me.;;0.0
155;;I saw it in the orchard.;;I saw ’t i' the orchard.;;0.0
156;;Did she see you there the whole time, old boy?;;Did she see thee the while, old boy?;;0.0
157;;Tell me that.;;Tell me that.;;0.0
158;;Yes, she saw me quite clearly.;;As plain as I see you now.;;0.0
159;;Well, that proves she’s in love with you.;;This was a great argument of love in her toward you.;;0.0
160;;Are you trying to make fun of me?;;Slight, will you make an ass o' me?;;0.0
161;;No, I’ll prove it with airtight evidence and logical argument.;;I will prove it legitimate, sir, upon the oaths of judgment and reason.;;0.0
162;;And you can’t deny evidence and argument—They’ve been around since Noah’s ark.;;And they have been grand-jurymen since before Noah was a sailor.;;0.0
163;;She flirted with the messenger boy to exasperate you, fire up your passions, and make you angry and jealous.;;She did show favor to the youth in your sight only to exasperate you, to awake your dormouse valor, to put fire in your heart and brimstone in your liver.;;0.0
164;;You should have run up to her, unleashed a few excellent quips invented on the spot, and rendered the young man speechless.;;You should then have accosted her, and with some excellent jests, fire-new from the mint, you should have banged the youth into dumbness. ;;0.0
165;;That’s what she was expecting, and you let her down.;;This was looked for at your hand, and this was balked.;;0.0
166;;I’ll have to do something courageous then, because I hate intrigue.;;An ’t be any way, it must be with valor, for policy I hate.;;0.0
167;;I’d rather be a heretic than a schemer with fancy plots.;;I had as lief be a Brownist as a politician.;;0.0
